gene,ISCI_primary_rank,ISCI_orthogonal,controller_verdict,therapeutic_convergence,convergence_verdict,board_category,druggability_tier,intervention_direction,penalty_flags,clinical_relevance_grade,decision_class
RANBP3,942.0,0.3714285714285714,unsupported,-0.1532558253639485,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MRPS6,943.0,0.3706349206349206,unsupported,0.4020571120212067,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZNF71,944.0,0.3692460317460317,unsupported,0.5236211548417552,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
HNF4A,944.0,0.3692460317460317,unsupported,0.2230410457148353,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZNF280D,946.0,0.3686507936507937,unsupported,0.3766340887671216,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRPL49,947.0,0.3678571428571429,unsupported,0.3500682108248446,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRPS11,948.0,0.3670634920634921,unsupported,0.2718749668216829,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
HACD4,949.0,0.3668650793650793,unsupported,0.3166897130208942,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
THAP2,950.0,0.3656746031746032,unsupported,0.3651690104452156,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SEC63,951.0,0.365079365079365,unsupported,0.300901623943855,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZHX1-C8orf76,952.0,0.3648809523809523,unsupported,-0.0240066743090503,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZNF662,953.0,0.3638888888888889,unsupported,0.1009487405907177,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
KDM2A,954.0,0.3636904761904762,unsupported,-0.2965615294498745,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
WBP4,954.0,0.3636904761904762,unsupported,0.8339898691460776,favorable,A_manufacturing_modulation,no_chembl_target,titratable,none,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PSMF1,956.0,0.3634920634920635,unsupported,-0.0766965965085836,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZBTB44,957.0,0.3630952380952381,unsupported,0.2664479626007345,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ATP5PF,958.0,0.3628968253968254,unsupported,-0.06082715699729,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
GCSH,959.0,0.3626984126984127,unsupported,0.0465318514256604,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
AASDH,960.0,0.3625,unsupported,0.2441394780824149,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PDAP1,961.0,0.3621031746031746,unsupported,0.0783391916430388,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZNF554,962.0,0.3617063492063492,unsupported,0.3731216206916813,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CCDC136,962.0,0.3617063492063492,unsupported,-0.0790286273995803,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MRPL14,964.0,0.3613095238095238,unsupported,0.3024047192006795,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
LIN37,965.0,0.3599206349206349,unsupported,0.2077831458132844,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GPS2,966.0,0.3597222222222222,unsupported,0.070094067129364,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
GABPB1,967.0,0.3579365079365079,unsupported,-0.0391457018813855,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
EXOC7,968.0,0.3571428571428571,unsupported,-0.0180106691359516,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CHTF18,969.0,0.3549603174603175,unsupported,0.0826499251756994,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ELP5,970.0,0.3547619047619048,unsupported,-0.0876653959611948,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
FHL1,971.0,0.3541666666666667,unsupported,0.018431671496594,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ARRDC4,972.0,0.3533730158730158,unsupported,0.0027118095988664,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PCBP1,973.0,0.3527777777777778,unsupported,-0.1326829069250809,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ADCY4,974.0,0.3521825396825397,unsupported,-0.272120354433736,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MPI,975.0,0.3517857142857142,unsupported,0.1889301612059822,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GNA13,976.0,0.3513888888888888,unsupported,-0.1565770707334789,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
DENR,977.0,0.3503968253968254,unsupported,0.0818723194099222,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PARP2,978.0,0.3498015873015873,unsupported,0.1465475628298228,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZBTB39,979.0,0.3482142857142857,unsupported,0.2742231946768783,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZFC3H1,980.0,0.3474206349206349,unsupported,0.3038332155321946,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SMARCA5,981.0,0.3470238095238095,unsupported,-0.1427444796519306,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TIMM10,982.0,0.3466269841269841,unsupported,-0.0378850505753419,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
AMER1,983.0,0.3464285714285714,unsupported,0.0516263168354599,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MIA2,984.0,0.3456349206349206,unsupported,0.095205525215158,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
UNCX,984.0,0.3456349206349206,unsupported,0.467650580607994,favorable,A_manufacturing_modulation,no_chembl_target,titratable,none,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CDK5RAP3,986.0,0.3450396825396825,unsupported,0.1861843768061431,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
XRN1,986.0,0.3450396825396825,unsupported,0.2065346499176781,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRPL50,988.0,0.3444444444444444,unsupported,0.1169853968067134,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TBL1X,989.0,0.344047619047619,unsupported,0.2694415571735964,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RTRAF,990.0,0.3436507936507936,unsupported,0.0660917090206967,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
NUP188,991.0,0.3418650793650793,unsupported,-0.3933231487664466,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PPCS,991.0,0.3418650793650793,unsupported,0.4323682805982736,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DHX30,993.0,0.3416666666666667,unsupported,-0.2156180204173043,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
NPHP4,994.0,0.3406746031746032,unsupported,0.1189469664399393,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MGA,995.0,0.3404761904761905,unsupported,-0.204287726686676,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
EWSR1,996.0,0.3390873015873016,unsupported,0.4045115970461164,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ITSN1,997.0,0.3390873015873015,unsupported,0.3576370105966046,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CCNF,998.0,0.3388888888888889,unsupported,0.073295575008025,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SOCS3,998.0,0.3388888888888889,unsupported,0.2993004432093443,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SS18L2,1000.0,0.3382936507936508,unsupported,0.1445320070537226,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
EIF3J,1001.0,0.3373015873015873,unsupported,-0.147468147665475,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PIGF,1001.0,0.3373015873015873,unsupported,-0.1528447961443841,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
C1S,1003.0,0.335515873015873,unsupported,0.1112306445832981,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SOCS5,1004.0,0.3353174603174603,unsupported,0.4273120210979344,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRPS16,1005.0,0.3327380952380952,unsupported,0.2241352682823793,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
LAMTOR4,1006.0,0.3321428571428571,unsupported,0.1244386336335887,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MYC,1006.0,0.3321428571428571,unsupported,0.3222485103329707,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CYP4V2,1008.0,0.3315476190476191,unsupported,-0.3587620045664334,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SPTLC2,1009.0,0.3311507936507936,unsupported,0.6728397617928463,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CREB1,1010.0,0.3309523809523809,unsupported,0.3164704691988624,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SBNO1,1011.0,0.3307539682539682,unsupported,-0.2490484079264988,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
STK40,1012.0,0.3305555555555555,unsupported,0.265540202066921,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PHOSPHO2,1012.0,0.3305555555555555,unsupported,0.3798573381557564,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
HEXD,1014.0,0.329563492063492,unsupported,-0.0752100355807212,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PRPF38B,1014.0,0.329563492063492,unsupported,0.1382226024783095,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
EIPR1,1016.0,0.3275793650793651,unsupported,0.1362854175854975,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
UGDH,1017.0,0.326984126984127,unsupported,0.2581027397748551,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
IL7R,1018.0,0.3263888888888889,unsupported,0.4309446844138591,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PPIL1,1019.0,0.3253968253968253,unsupported,-0.038865585142771,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PTCD2,1019.0,0.3253968253968253,unsupported,0.2038752759575129,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ELOB,1021.0,0.3251984126984126,unsupported,0.1681529580318801,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DNAJC8,1022.0,0.3244047619047618,unsupported,0.1880885583576938,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
XBP1,1023.0,0.3238095238095237,unsupported,0.4530303319143431,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TSPAN9,1024.0,0.3202380952380952,unsupported,0.34779429075724,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TSPYL5,1025.0,0.3186507936507936,unsupported,0.1736255607794495,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TRAPPC3,1026.0,0.3182539682539682,unsupported,0.1158642138829379,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
NAA25,1027.0,0.3172619047619047,unsupported,0.3079275669236546,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RPS25,1028.0,0.3166666666666666,unsupported,0.2528123069242883,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PACSIN2,1029.0,0.3164682539682539,unsupported,0.1856792253212499,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZC3H3,1030.0,0.3162698412698412,unsupported,-0.0598807592754049,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
EIF4A1,1031.0,0.3160714285714285,unsupported,0.3123727013096958,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZNF574,1032.0,0.315079365079365,unsupported,0.1179142814624258,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
FNBP4,1032.0,0.315079365079365,unsupported,-0.3888638656227194,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
FUBP1,1034.0,0.3148809523809524,unsupported,-0.1716289425304256,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
HSDL2,1035.0,0.3140873015873016,unsupported,0.2753879060334528,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MIA3,1036.0,0.3138888888888889,unsupported,-0.2114913345699468,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RAD54L2,1037.0,0.3136904761904762,unsupported,-0.0059319986436355,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RASA4B,1037.0,0.3136904761904762,unsupported,-0.1595062982353104,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CCDC138,1039.0,0.3134920634920635,unsupported,-0.0979368989959077,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PRPF39,1040.0,0.3123015873015873,unsupported,0.3551910605386217,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
NFIX,1041.0,0.3103174603174603,unsupported,0.418409709214679,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
UBE2G2,1042.0,0.3101190476190476,unsupported,-0.0129521859373264,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RPL36A-HNRNPH2,1043.0,0.3095238095238095,unsupported,0.293665988049774,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
OXA1L,1044.0,0.3091269841269841,unsupported,0.3426038269251525,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
HMGN5,1045.0,0.3073412698412698,unsupported,-0.3163487028648789,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PNPT1,1046.0,0.3063492063492063,unsupported,0.275876843481116,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SAP130,1047.0,0.3061507936507937,unsupported,0.315382187107125,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MTHFD2,1048.0,0.3045634920634921,unsupported,0.416746376892007,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
HSD17B12,1049.0,0.3037698412698413,unsupported,0.0231750689072976,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZNF776,1050.0,0.3035714285714286,unsupported,-0.0202280945611948,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ECHS1,1051.0,0.3035714285714285,unsupported,0.0387666976712236,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
GZF1,1052.0,0.3023809523809523,unsupported,-0.0238498541621479,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
LTB4R,1053.0,0.3017857142857142,unsupported,-0.362592227187303,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
VPS41,1054.0,0.3011904761904762,unsupported,0.0438609099649012,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RAD50,1055.0,0.3005952380952381,unsupported,0.1679021976827104,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
INTS10,1056.0,0.3,unsupported,0.4495134782255303,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CCDC6,1057.0,0.2986111111111111,unsupported,0.1638396799358103,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SPTSSA,1058.0,0.298015873015873,unsupported,0.3054660970836045,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RGPD6,1059.0,0.2976190476190476,unsupported,-0.3840103470515941,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZNF613,1060.0,0.2974206349206349,unsupported,0.0322712515189814,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RAVER1,1061.0,0.2970238095238095,unsupported,0.1352663954956257,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
WDR54,1062.0,0.2968253968253968,unsupported,-0.1750643646888511,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
IMPG2,1063.0,0.2964285714285714,unsupported,-0.1501758184424577,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
FZD6,1064.0,0.296031746031746,unsupported,0.5130796290195129,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SUPT7L,1064.0,0.296031746031746,unsupported,1.060251278619851,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
QNG1,1066.0,0.2958333333333333,unsupported,-0.0667716351006273,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
WNT9A,1067.0,0.2954365079365079,unsupported,-0.2083999626762156,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TRAK1,1068.0,0.2942460317460317,unsupported,0.2496453022791925,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
UBC,1069.0,0.2928571428571428,unsupported,0.0365257264115572,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
COL6A1,1070.0,0.292063492063492,unsupported,0.1535838168265539,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PLEKHG1,1071.0,0.2904761904761904,unsupported,0.3411936450693812,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GANAB,1071.0,0.2904761904761904,unsupported,0.5759656755923899,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RMND5A,1073.0,0.290079365079365,unsupported,0.0063266310478329,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
HIP1R,1074.0,0.2896825396825396,unsupported,-0.0559529104237215,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
NAA30,1075.0,0.2884920634920634,unsupported,-0.1384634052777159,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
NAA20,1076.0,0.2869047619047619,unsupported,-0.11934040809445,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
YTHDF2,1077.0,0.2863095238095238,unsupported,-0.444729661626493,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RWDD2A,1078.0,0.2861111111111111,unsupported,-0.3504793720417573,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MAX,1079.0,0.2853174603174603,unsupported,0.0572056035270739,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
THAP11,1080.0,0.2845238095238095,unsupported,0.4700645155778466,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RFX1,1081.0,0.2839285714285714,unsupported,0.1951371365785435,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MORC2,1081.0,0.2839285714285714,unsupported,0.2544543636253159,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
OTUD1,1083.0,0.2823412698412698,unsupported,-0.063511888250069,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
AIRIM,1084.0,0.2821428571428571,unsupported,0.3489454747869229,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CIP2A,1084.0,0.2821428571428571,unsupported,-0.2698316703280881,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
DIS3,1086.0,0.279563492063492,unsupported,0.1633739819811374,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
LIG3,1086.0,0.279563492063492,unsupported,0.2856539586199114,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZNF304,1088.0,0.278968253968254,unsupported,-0.0253512066908579,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SUPT3H,1089.0,0.2777777777777778,unsupported,0.0745105145506833,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
IMMP1L,1090.0,0.2763888888888889,unsupported,0.3316222934483603,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
VPS29,1091.0,0.2755952380952381,unsupported,-0.1499423113766111,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
GABPA,1092.0,0.2748015873015873,unsupported,0.2121697017981819,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RIPOR1,1093.0,0.2718253968253968,unsupported,-0.0948512475739345,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CD274,1094.0,0.2708333333333333,unsupported,0.2703444002233205,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
APEX1,1095.0,0.2700396825396825,unsupported,-0.1930730109406136,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
APPL2,1096.0,0.2678571428571428,unsupported,0.3921258568255152,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
LAMTOR5,1097.0,0.267063492063492,unsupported,0.1903455681396584,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
REST,1098.0,0.2636904761904762,unsupported,0.0060650898372544,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
POLRMT,1099.0,0.2632936507936508,unsupported,0.1806968948824737,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CDIPT,1100.0,0.2626984126984127,unsupported,-0.2008628397681801,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SMIM7,1101.0,0.2621031746031746,unsupported,0.1178375834831216,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SRD5A1,1102.0,0.2619047619047619,unsupported,-0.1524394312951711,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CCR10,1103.0,0.2617063492063492,unsupported,0.3371431468016665,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RBFA,1104.0,0.2601190476190476,unsupported,0.1366822536213813,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
EFR3A,1105.0,0.2591269841269841,unsupported,0.1250361769324312,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SP140L,1106.0,0.256547619047619,unsupported,0.1714496882761716,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
UBE2H,1107.0,0.2563492063492063,unsupported,-0.0832214479769084,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
STARD10,1108.0,0.2553571428571428,unsupported,-0.0217091917020233,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
NELFCD,1109.0,0.2547619047619047,unsupported,0.1136343953940436,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ACTR3,1110.0,0.2543650793650793,unsupported,-0.032035311492838,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ALG6,1111.0,0.2541666666666666,unsupported,-0.0426889310590033,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CAP1,1112.0,0.252579365079365,unsupported,0.5485813015973048,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
EIF3L,1113.0,0.2507936507936508,unsupported,-0.1897427678281117,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MTIF2,1114.0,0.2482142857142857,unsupported,-0.0570425917928654,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
GNG5,1115.0,0.2452380952380952,unsupported,-0.0550375877523291,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MANEA,1115.0,0.2452380952380952,unsupported,-0.2430174548724643,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ATP5MF,1117.0,0.2448412698412698,unsupported,-0.0022910237233977,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
LAT2,1118.0,0.2442460317460317,unsupported,-0.0670754605855001,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
C8orf33,1119.0,0.244047619047619,unsupported,-0.1394738683856775,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ACTR5,1120.0,0.2430555555555555,unsupported,0.2345925115030941,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DIS3L2,1121.0,0.242063492063492,unsupported,-0.0543984912140991,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
HYKK,1122.0,0.2416666666666666,unsupported,0.0594264077971884,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
EIF4H,1123.0,0.2390873015873015,unsupported,0.0751286930443193,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RNASEH2C,1124.0,0.2376984126984127,unsupported,0.0982974996756947,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
GID8,1125.0,0.2373015873015873,unsupported,0.44602902759161,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GPR15,1125.0,0.2373015873015873,unsupported,0.0946214191333764,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
FDX1,1127.0,0.2349206349206349,unsupported,0.0001306826508016,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
COG5,1128.0,0.2337301587301587,unsupported,-0.2346158357243279,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SMAD7,1128.0,0.2337301587301587,unsupported,0.0170288258906758,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CCR6,1130.0,0.2329365079365079,unsupported,0.4660968610003113,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
COP1,1131.0,0.2317460317460317,unsupported,-0.1933302357690926,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
GTPBP10,1132.0,0.2297619047619047,unsupported,0.3785900908643041,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
EDC3,1133.0,0.2283730158730159,unsupported,-0.1547555488283279,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CDC25B,1134.0,0.227579365079365,unsupported,0.6304626893175155,favorable,D_dangerous_rheostat,chembl_target,transient_inhibition,broadly-essential,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ATP5F1E,1135.0,0.2269841269841269,unsupported,0.1208526396440482,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
AVPR2,1136.0,0.2246031746031746,unsupported,0.2683169489999091,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TPD52L1,1137.0,0.2244047619047619,unsupported,-0.1271940389525891,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RAB19,1138.0,0.2238095238095238,unsupported,-0.3224209173687247,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
FOXN2,1139.0,0.2220238095238095,unsupported,0.0202841369844914,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
AIFM1,1140.0,0.2212301587301587,unsupported,-0.0887863247783856,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
